# Wind Estimator
#
# Q = diag( 1.00000 1.00000 1.00000 0.01000 0.01000 0.01000 )
# R = diag( 0.25000 0.25000 0.25000 0.01000 0.01000 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az vkx vky vkz va aoa q1 q2 q3 q4 phi theta u v w wx wy wz t
-0.01996 -0.01025 -0.01500 -0.744 0.098 -9.611 0.02 -0.07 0.31 0.00 0.00000 0.99803 -0.02839 -0.05151 -0.02179 -0.0547 -0.1042 -0.001 4.784 0.393 -0.129 -4.908 -0.190 652710
-0.02031 -0.01119 -0.01444 -0.760 0.110 -9.609 0.01 -0.06 0.28 0.00 0.00000 0.99804 -0.02805 -0.05144 -0.02155 -0.0541 -0.1040 -0.001 4.800 0.363 -0.130 -4.914 -0.184 652810
-0.02026 -0.01069 -0.01446 -0.764 0.089 -9.604 0.03 -0.06 0.25 0.00 0.00000 0.99798 -0.02817 -0.05187 -0.02325 -0.0541 -0.1050 -0.000 4.805 0.338 -0.130 -4.918 -0.183 652910
-0.01981 -0.01073 -0.01498 -0.775 0.098 -9.639 0.08 -0.09 0.24 0.00 0.00000 0.99792 -0.02877 -0.05306 -0.02255 -0.0553 -0.1074 0.000 4.783 0.321 -0.119 -4.921 -0.180 653010
-0.01955 -0.01070 -0.01328 -0.748 0.105 -9.623 0.09 -0.11 0.21 0.00 0.00000 0.99792 -0.02891 -0.05310 -0.02235 -0.0556 -0.1074 0.001 4.772 0.299 -0.109 -4.925 -0.182 653110
-0.01964 -0.01054 -0.01451 -0.774 0.094 -9.632 0.01 -0.10 0.13 0.00 0.00000 0.99798 -0.02876 -0.05100 -0.02426 -0.0552 -0.1033 -0.002 4.778 0.240 -0.120 -4.928 -0.189 653210
-0.01958 -0.01094 -0.01451 -0.768 0.112 -9.654 -0.02 -0.10 0.10 0.00 0.00000 0.99802 -0.02861 -0.05007 -0.02507 -0.0549 -0.1015 -0.003 4.780 0.217 -0.138 -4.931 -0.196 653310
-0.01953 -0.01046 -0.01497 -0.787 0.112 -9.690 0.00 -0.07 0.15 0.00 0.00000 0.99804 -0.02762 -0.05072 -0.02390 -0.0530 -0.1027 -0.002 4.820 0.245 -0.146 -4.940 -0.200 653410
-0.01864 -0.01092 -0.01455 -0.774 0.105 -9.683 0.01 -0.04 0.13 0.00 0.00000 0.99808 -0.02691 -0.05088 -0.02258 -0.0517 -0.1029 -0.001 4.858 0.230 -0.149 -4.949 -0.205 653510
-0.01926 -0.00990 -0.01446 -0.761 0.120 -9.636 0.00 -0.01 0.10 0.00 0.00000 0.99811 -0.02611 -0.05062 -0.02268 -0.0501 -0.1024 -0.000 4.898 0.210 -0.153 -4.959 -0.214 653610
-0.01840 -0.00936 -0.01403 -0.781 0.108 -9.667 -0.00 -0.00 0.08 0.00 0.00000 0.99818 -0.02577 -0.05025 -0.02087 -0.0496 -0.1015 -0.001 4.923 0.195 -0.157 -4.967 -0.222 653710
-0.01914 -0.01027 -0.01441 -0.774 0.101 -9.649 -0.03 -0.00 0.07 0.00 0.00000 0.99820 -0.02585 -0.04965 -0.02118 -0.0497 -0.1003 -0.001 4.928 0.199 -0.164 -4.972 -0.232 653810
-0.01911 -0.01025 -0.01438 -0.779 0.105 -9.673 -0.03 -0.02 0.10 0.00 0.00000 0.99822 -0.02618 -0.04976 -0.01983 -0.0505 -0.1005 -0.001 4.918 0.227 -0.167 -4.976 -0.240 653910
-0.01789 -0.01027 -0.01452 -0.759 0.086 -9.651 0.00 -0.05 0.18 0.00 0.00000 0.99815 -0.02707 -0.05071 -0.01974 -0.0523 -0.1024 0.000 4.883 0.306 -0.160 -4.977 -0.247 654010
-0.01828 -0.01027 -0.01401 -0.765 0.112 -9.612 0.02 -0.07 0.18 0.00 0.00000 0.99806 -0.02739 -0.05123 -0.02213 -0.0527 -0.1036 0.000 4.863 0.330 -0.155 -4.979 -0.256 654110
-0.01893 -0.01028 -0.01391 -0.750 0.099 -9.653 0.05 -0.06 0.11 0.00 0.00000 0.99803 -0.02706 -0.05184 -0.02258 -0.0519 -0.1048 0.000 4.878 0.271 -0.148 -4.986 -0.259 654210
-0.01942 -0.01023 -0.01433 -0.768 0.091 -9.641 0.04 -0.06 0.16 0.00 0.00000 0.99804 -0.02702 -0.05155 -0.02293 -0.0518 -0.1043 0.000 4.884 0.309 -0.143 -4.992 -0.261 654310
-0.01987 -0.01011 -0.01428 -0.762 0.082 -9.625 -0.00 -0.07 0.27 0.00 0.00000 0.99806 -0.02724 -0.05019 -0.02452 -0.0522 -0.1017 -0.002 4.874 0.411 -0.150 -4.995 -0.263 654410
-0.01881 -0.00956 -0.01390 -0.748 0.105 -9.631 -0.03 -0.09 0.29 0.00 0.00000 0.99809 -0.02764 -0.04967 -0.02392 -0.0531 -0.1006 -0.003 4.852 0.432 -0.159 -4.996 -0.253 654510
-0.01931 -0.01052 -0.01386 -0.768 0.100 -9.616 -0.02 -0.14 0.31 0.00 0.00000 0.99799 -0.02875 -0.04981 -0.02628 -0.0550 -0.1011 -0.003 4.801 0.442 -0.170 -4.990 -0.237 654610
-0.01882 -0.01001 -0.01440 -0.765 0.104 -9.658 -0.02 -0.14 0.28 0.00 0.00000 0.99799 -0.02863 -0.04999 -0.02614 -0.0548 -0.1014 -0.003 4.795 0.398 -0.178 -4.992 -0.216 654710
-0.02014 -0.01000 -0.01419 -0.768 0.086 -9.688 -0.00 -0.09 0.18 0.00 0.00000 0.99804 -0.02723 -0.05037 -0.02508 -0.0521 -0.1020 -0.002 4.855 0.292 -0.183 -5.003 -0.202 654810
-0.01791 -0.00902 -0.01492 -0.765 0.099 -9.706 0.02 -0.06 0.14 0.00 0.00000 0.99809 -0.02618 -0.05083 -0.02296 -0.0502 -0.1028 -0.000 4.905 0.230 -0.179 -5.014 -0.195 654910
-0.01723 -0.01174 -0.01447 -0.752 0.116 -9.695 0.07 -0.01 0.14 0.00 0.00000 0.99811 -0.02488 -0.05187 -0.02128 -0.0477 -0.1048 0.001 4.964 0.208 -0.165 -5.025 -0.194 655010
-0.01976 -0.01001 -0.01361 -0.787 0.096 -9.684 0.08 -0.00 0.18 0.00 0.00000 0.99813 -0.02463 -0.05210 -0.02016 -0.0473 -0.1052 0.002 4.986 0.235 -0.147 -5.030 -0.196 655110
-0.01720 -0.00949 -0.01492 -0.742 0.094 -9.661 0.08 -0.02 0.23 0.00 0.00000 0.99812 -0.02508 -0.05193 -0.02052 -0.0482 -0.1049 0.001 4.974 0.292 -0.132 -5.032 -0.201 655210
-0.01838 -0.00991 -0.01475 -0.767 0.101 -9.654 0.06 -0.04 0.20 0.00 0.00000 0.99814 -0.02553 -0.05137 -0.02045 -0.0491 -0.1037 0.000 4.955 0.288 -0.123 -5.033 -0.206 655310
-0.01881 -0.00981 -0.01420 -0.774 0.104 -9.696 0.01 -0.08 0.15 0.00 0.00000 0.99816 -0.02638 -0.05013 -0.02135 -0.0508 -0.1013 -0.002 4.919 0.252 -0.128 -5.033 -0.207 655410
-0.01824 -0.00929 -0.01426 -0.764 0.104 -9.669 0.01 -0.05 0.14 0.00 0.00000 0.99817 -0.02578 -0.05013 -0.02152 -0.0495 -0.1013 -0.001 4.938 0.244 -0.132 -5.040 -0.211 655510
-0.00195 -0.00564 -0.01511 -0.878 0.236 -9.705 0.04 0.00 0.16 0.00 0.00000 0.99820 -0.02397 -0.05088 -0.02034 -0.0460 -0.1027 -0.001 4.988 0.239 -0.128 -5.049 -0.210 655610
-0.06697 -0.01516 -0.01747 -0.795 -0.042 -9.576 0.06 -0.00 0.17 0.00 0.00000 0.99819 -0.02375 -0.05131 -0.02017 -0.0456 -0.1035 0.001 5.049 0.259 -0.120 -5.072 -0.221 655710
0.03611 -0.04102 0.08835 -0.532 0.502 -10.307 0.09 -0.05 0.13 0.00 0.00000 0.99808 -0.02873 -0.05265 -0.01494 -0.0561 -0.1061 -0.004 4.940 0.216 -0.104 -5.045 -0.163 655810
0.61034 0.60872 -0.10639 -0.073 0.203 -12.814 0.07 -0.04 0.05 0.00 0.00000 0.99933 -0.00608 -0.03175 -0.01712 -0.0110 -0.0637 0.001 4.986 0.257 -0.091 -5.010 -0.224 655910
0.35035 0.12817 -0.00896 0.424 -1.951 -13.496 0.06 -0.06 -0.05 0.00 0.00000 0.99938 0.02331 -0.00865 -0.02476 0.0470 -0.0161 0.005 4.863 -0.360 -0.110 -5.046 -0.173 656010
-0.58735 -0.13904 0.12829 -2.330 -1.825 -13.503 -0.06 -0.06 -0.06 0.00 0.00000 0.99941 0.01604 -0.01912 -0.02339 0.0329 -0.0374 -0.000 4.915 -0.334 -0.148 -5.119 -0.146 656110
-0.46006 -0.14822 0.28238 -2.900 -0.518 -11.460 -0.15 -0.03 0.09 0.00 0.00000 0.99957 -0.01099 -0.02335 -0.01377 -0.0213 -0.0470 -0.017 5.114 -0.002 -0.181 -5.218 -0.052 656210
-0.15713 -0.25323 0.50604 -2.923 1.169 -9.283 -0.20 0.00 0.23 0.00 0.00000 0.99884 -0.02172 -0.04145 0.01055 -0.0444 -0.0824 0.003 4.863 0.220 -0.157 -5.034 -0.049 656310
0.08059 -0.13343 0.73130 -2.688 1.969 -7.658 -0.15 0.05 0.35 0.00 0.00000 0.99709 -0.02366 -0.05412 0.04804 -0.0527 -0.1058 0.028 4.564 0.150 -0.073 -4.531 0.106 656410
0.26226 -0.23255 0.87025 -1.370 0.010 -6.469 -0.10 0.05 0.41 0.00 0.00000 0.99326 -0.01406 -0.06328 0.09603 -0.0404 -0.1233 0.026 3.920 0.107 0.049 -3.893 0.276 656510
0.15598 -0.63644 0.92390 -1.196 0.193 -6.799 -0.06 0.04 0.44 0.00 0.00000 0.98643 -0.00583 -0.08613 0.13965 -0.0360 -0.1691 0.031 3.063 0.087 0.156 -3.043 0.351 656610
0.24728 -0.62597 1.11906 -1.567 0.757 -8.040 -0.02 0.04 0.36 0.00 0.00000 0.97491 0.00340 -0.11714 0.18923 -0.0387 -0.2317 0.035 2.183 -0.387 0.196 -2.229 0.498 656710
0.14409 -0.27317 1.18926 -2.012 -0.197 -7.726 -0.00 -0.00 0.30 0.00 0.00000 0.96013 0.00921 -0.13787 0.24298 -0.0512 -0.2725 0.029 1.524 -0.495 0.204 -1.621 0.576 656810
-0.16146 0.23177 0.77900 -3.091 -0.198 -6.753 -0.10 -0.11 0.06 0.00 0.00000 0.95027 0.00025 -0.13219 0.28195 -0.0765 -0.2541 0.012 1.271 -0.211 0.240 -1.375 0.472 656910
-0.41622 -0.31916 0.65168 -1.986 1.164 -5.898 -0.33 -0.13 -0.18 0.00 0.00000 0.94236 -0.01895 -0.13474 0.30568 -0.1220 -0.2448 0.000 1.479 -0.308 0.257 -1.290 0.384 657010
-0.12236 -0.14036 0.54262 -2.789 2.149 -8.143 -0.45 -0.11 -0.46 0.00 0.00000 0.92992 -0.03270 -0.15464 0.33206 -0.1704 -0.2691 0.005 1.476 -0.650 0.255 -1.285 0.373 657110
0.16579 0.03875 0.39564 -2.450 2.081 -9.043 -0.63 -0.18 -0.86 0.00 0.00000 0.92381 -0.03401 -0.14652 0.35203 -0.1721 -0.2493 -0.006 1.536 -0.868 0.263 -1.357 0.318 657210
0.08531 0.19900 0.20123 -2.014 2.717 -11.752 -0.71 -0.12 -0.95 0.00 0.00000 0.92065 -0.03019 -0.13814 0.36386 -0.1612 -0.2345 -0.010 1.848 -1.318 0.258 -1.411 0.342 657310
0.19446 0.57334 0.04118 -0.759 1.157 -11.121 -0.84 0.12 -0.73 0.00 0.00000 0.91884 -0.02535 -0.11529 0.37653 -0.1364 -0.1940 -0.005 1.986 -1.149 0.259 -1.383 0.365 657410
-0.07380 0.39031 -0.02364 -0.771 1.340 -7.419 -0.93 0.19 -0.47 0.00 0.00000 0.92155 -0.03031 -0.08252 0.37815 -0.1195 -0.1295 0.012 2.114 -0.812 0.272 -1.343 0.361 657510
-0.31465 -0.21620 -0.32375 -0.282 1.060 -8.499 -0.86 0.25 -0.28 0.00 0.00000 0.92513 -0.04278 -0.08941 0.36647 -0.1465 -0.1344 0.010 1.949 -0.631 0.286 -1.302 0.364 657610
0.21830 -0.05691 -0.02285 -0.484 0.682 -10.314 -0.79 0.26 -0.22 0.00 0.00000 0.92581 -0.04028 -0.09425 0.36380 -0.1452 -0.1457 -0.000 1.861 -0.658 0.294 -1.255 0.373 657710
0.48130 0.47103 0.07957 -2.191 0.926 -10.956 -0.96 0.09 0.04 0.00 0.00000 0.92822 -0.02794 -0.07279 0.36375 -0.1057 -0.1150 -0.014 1.873 -0.505 0.285 -1.262 0.420 657810
0.34788 0.16671 -0.08385 0.657 -0.500 -8.886 -0.99 0.02 0.27 0.00 0.00000 0.93233 -0.01378 -0.04286 0.35877 -0.0566 -0.0700 -0.000 1.887 -0.407 0.280 -1.279 0.434 657910
0.00553 -0.07706 0.03348 -0.727 0.487 -7.201 -1.09 0.01 0.67 0.00 0.00000 0.93297 -0.00490 -0.03519 0.35819 -0.0344 -0.0621 0.003 1.948 0.092 0.267 -1.309 0.472 658010
-0.34748 -0.29725 -0.19986 -1.556 0.694 -7.309 -1.22 -0.00 0.78 0.00 0.00000 0.93367 -0.01090 -0.04867 0.35461 -0.0550 -0.0832 0.000 2.040 0.138 0.242 -1.356 0.576 658110
-0.19747 -0.20764 -0.48988 -2.213 1.730 -9.966 -1.56 -0.08 0.52 0.00 0.00000 0.93957 -0.01874 -0.06563 0.33546 -0.0798 -0.1109 -0.027 1.957 -0.068 0.132 -1.399 0.632 658210
0.00172 -0.05776 -0.55049 -1.996 0.697 -10.937 -1.64 -0.09 0.39 0.00 0.00000 0.94811 -0.01849 -0.06926 0.30973 -0.0786 -0.1201 -0.055 1.978 0.577 0.018 -1.387 0.317 658310
-0.07175 -0.17691 -0.09823 -0.834 0.685 -10.444 -1.47 0.21 0.30 0.00 0.00000 0.95037 -0.00915 -0.08126 0.30015 -0.0669 -0.1495 -0.021 2.057 -0.103 -0.048 -1.398 0.365 658410
-0.25348 0.14156 0.23264 -1.705 -0.026 -7.733 -1.42 0.27 0.45 0.00 0.00000 0.94821 -0.01668 -0.08224 0.30632 -0.0830 -0.1462 0.006 2.114 0.034 -0.078 -1.400 0.401 658510
-0.39075 -0.28756 0.15372 -0.834 0.122 -7.936 -1.44 0.14 0.71 0.00 0.00000 0.94478 -0.03398 -0.09143 0.31284 -0.1231 -0.1520 0.008 2.011 0.207 -0.114 -1.403 0.466 658610
0.27940 0.02721 0.39027 -0.292 0.193 -10.238 -1.38 0.15 0.65 0.00 0.00000 0.93753 -0.03499 -0.09736 0.33215 -0.1323 -0.1599 -0.004 1.949 0.072 -0.121 -1.390 0.499 658710
0.60747 -0.04899 0.41710 -1.389 0.564 -10.451 -1.37 0.08 0.21 0.00 0.00000 0.93211 -0.01253 -0.07878 0.35326 -0.0798 -0.1384 -0.008 1.925 -0.399 -0.116 -1.397 0.522 658810
0.50659 0.27508 0.13054 -0.078 -0.820 -10.191 -1.36 0.05 0.13 0.00 0.00000 0.92934 0.01154 -0.06394 0.36344 -0.0252 -0.1275 -0.003 1.989 -0.628 -0.110 -1.400 0.535 658910
0.02876 -0.26152 0.30588 -0.999 0.456 -7.189 -1.43 0.16 0.60 0.00 0.00000 0.92385 0.02336 -0.05572 0.37793 0.0010 -0.1209 0.011 2.070 -0.111 -0.099 -1.369 0.548 659010
-0.07079 -0.53351 -0.04185 -2.212 1.545 -8.313 -1.56 0.21 0.71 0.00 0.00000 0.91942 0.02950 -0.08007 0.38389 -0.0073 -0.1707 0.009 2.087 -0.054 -0.094 -1.351 0.578 659110
0.05085 -0.07544 -0.45790 -1.664 0.511 -10.088 -1.69 0.22 0.28 0.00 0.00000 0.92232 0.03480 -0.09309 0.37342 -0.0054 -0.1990 -0.011 2.142 -0.543 -0.122 -1.357 0.595 659210
0.03333 0.15804 -0.35689 -0.757 0.184 -9.917 -1.64 0.25 0.15 0.00 0.00000 0.93035 0.03694 -0.08502 0.35473 0.0085 -0.1854 -0.007 2.171 -0.778 -0.148 -1.371 0.603 659310
-0.19237 0.70574 -0.40174 -1.869 0.027 -9.127 -1.67 0.22 -0.01 0.00 0.00000 0.94014 0.02503 -0.06592 0.33340 0.0031 -0.1411 -0.015 2.154 -0.980 -0.205 -1.377 0.626 659410
-0.69672 0.14909 -0.49186 -1.498 -0.420 -7.986 -1.73 0.14 0.03 0.00 0.00000 0.94942 -0.00449 -0.04918 0.31008 -0.0392 -0.0907 -0.006 2.145 -0.688 -0.273 -1.400 0.629 659510
-0.62587 -0.37216 -0.17332 0.088 0.006 -10.098 -1.61 0.10 0.18 0.00 0.00000 0.95201 -0.03548 -0.06896 0.29606 -0.1092 -0.1105 -0.012 2.029 -0.566 -0.342 -1.400 0.634 659610
0.03939 0.02954 -0.07287 -0.944 -0.025 -10.626 -1.53 0.01 0.16 0.00 0.00000 0.95247 -0.04600 -0.08134 0.28993 -0.1363 -0.1286 -0.018 1.860 -0.530 -0.412 -1.385 0.651 659710
0.50884 0.26409 -0.12472 -0.159 -1.847 -9.509 -1.40 -0.05 0.16 0.00 0.00000 0.95510 -0.03133 -0.06495 0.28736 -0.0978 -0.1062 -0.003 1.840 -0.395 -0.430 -1.394 0.611 659810
0.36974 -0.14165 0.34442 -0.343 1.441 -8.141 -1.39 0.03 0.27 0.00 0.00000 0.95325 -0.00966 -0.06212 0.29556 -0.0555 -0.1129 0.009 1.704 -0.474 -0.450 -1.382 0.642 659910
0.58473 0.23519 -0.05424 -2.610 2.351 -8.093 -1.57 0.23 0.36 0.00 0.00000 0.94991 0.01490 -0.04982 0.30815 -0.0023 -0.1040 0.006 1.925 -0.431 -0.450 -1.378 0.644 660010
0.66501 -0.02646 -0.41967 -1.314 0.331 -10.827 -1.64 0.38 0.29 0.00 0.00000 0.95303 0.04290 -0.03970 0.29716 0.0585 -0.1013 -0.013 2.011 -0.746 -0.475 -1.356 0.678 660110
0.62569 -0.48302 -0.52340 -0.049 -1.700 -10.983 -1.62 0.42 0.20 0.00 0.00000 0.95747 0.07968 -0.04091 0.27426 0.1315 -0.1223 -0.015 1.938 -0.956 -0.517 -1.328 0.687 660210
0.37952 -0.16847 -0.37043 0.454 -3.256 -11.168 -1.49 0.45 0.14 0.00 0.00000 0.96170 0.11051 -0.05062 0.24565 0.1910 -0.1522 -0.013 1.802 -1.150 -0.555 -1.310 0.692 660310
0.04045 0.45182 -0.25654 -1.226 -2.098 -8.621 -1.59 0.49 0.26 0.00 0.00000 0.96512 0.11974 -0.03122 0.23068 0.2199 -0.1157 -0.002 1.946 -0.939 -0.602 -1.290 0.662 660410
-0.10755 0.40454 -0.09257 -0.565 -2.255 -8.055 -1.66 0.49 0.36 0.00 0.00000 0.96757 0.11159 -0.00657 0.22650 0.2150 -0.0633 0.002 1.922 -0.869 -0.645 -1.285 0.665 660510
-0.06589 0.06166 0.19642 0.258 -2.101 -9.085 -1.66 0.38 0.18 0.00 0.00000 0.96766 0.10345 0.00340 0.23002 0.2033 -0.0410 -0.004 1.911 -0.823 -0.690 -1.264 0.612 660610
-0.25470 -0.31814 0.08814 0.561 -5.118 -9.879 -1.61 0.23 0.06 0.00 0.00000 0.96743 0.09755 -0.00828 0.23343 0.1863 -0.0616 -0.004 1.431 -1.060 -0.733 -1.259 0.619 660710
-0.23421 -0.07288 -0.04254 0.741 -4.452 -9.911 -1.32 0.08 0.05 0.00 0.00000 0.96909 0.08938 -0.02614 0.22843 0.1627 -0.0916 0.000 1.139 -0.916 -0.739 -1.241 0.598 660810
-0.57818 -0.13973 0.17744 -1.381 -1.653 -7.806 -1.32 0.06 0.13 0.00 0.00000 0.96920 0.07631 -0.02525 0.23276 0.1370 -0.0845 0.008 1.298 -0.830 -0.734 -1.243 0.606 660910
-0.82302 -0.77060 0.45889 -1.909 -0.008 -7.474 -1.75 0.30 0.18 0.00 0.00000 0.96537 0.05271 -0.05359 0.24980 0.0757 -0.1301 -0.000 1.727 -0.609 -0.770 -1.252 0.594 661010
-0.44526 -0.76691 0.21712 -3.849 0.900 -8.408 -2.05 0.44 0.15 0.00 0.00000 0.95655 0.03514 -0.10413 0.27004 0.0112 -0.2199 -0.007 2.016 -0.578 -0.810 -1.289 0.554 661110
-0.15777 -0.30931 -0.45946 -3.266 -0.219 -6.862 -1.92 0.36 -0.11 0.00 0.00000 0.95474 0.03199 -0.13278 0.26419 -0.0094 -0.2738 -0.008 1.925 -0.302 -0.842 -1.276 0.383 661210
-0.61722 0.00956 -0.40976 -1.888 -0.772 -6.598 -1.74 0.35 -0.09 0.00 0.00000 0.95737 0.01525 -0.15153 0.24544 -0.0473 -0.3022 -0.003 1.885 -0.212 -0.806 -1.355 0.308 661310
-0.23143 0.94028 -0.25691 -0.684 -0.266 -8.405 -1.71 0.35 0.07 0.00 0.00000 0.96484 -0.00941 -0.12885 0.22885 -0.0796 -0.2468 0.004 1.941 -0.315 -0.830 -1.342 0.313 661410
0.05916 0.38447 -0.06382 -0.870 -0.290 -9.218 -1.71 0.35 0.06 0.00 0.00000 0.96903 -0.01639 -0.08841 0.22997 -0.0735 -0.1645 -0.007 1.958 -0.480 -0.842 -1.338 0.339 661510
0.23104 -0.42728 -0.01290 -2.403 0.312 -12.680 -1.68 0.35 0.06 0.00 0.00000 0.96670 -0.00685 -0.09652 0.23690 -0.0600 -0.1844 -0.000 1.966 -0.183 -0.832 -1.338 0.289 661610
0.37829 -0.20290 0.07758 -1.148 -0.713 -13.938 -1.58 0.33 -0.02 0.00 0.00000 0.96457 0.01700 -0.10491 0.24145 -0.0182 -0.2121 0.009 1.815 -0.535 -0.831 -1.333 0.318 661710
-0.30825 -0.34180 0.17097 -2.273 0.371 -9.176 -1.27 0.22 -0.09 0.00 0.00000 0.96033 0.02061 -0.11853 0.25155 -0.0206 -0.2403 0.003 1.240 -1.035 -0.934 -1.111 0.474 661810
-0.58089 -0.85819 -0.05135 0.140 1.573 -1.672 -1.24 0.23 0.39 0.00 0.00000 0.95524 -0.00276 -0.16291 0.24689 -0.0902 -0.3150 0.020 1.336 -0.357 -0.905 -1.080 0.563 661910
0.73855 0.50032 -0.06623 -5.411 -0.038 -6.367 -1.40 0.23 0.21 0.00 0.00000 0.95035 0.00307 -0.16519 0.26368 -0.0857 -0.3211 0.000 1.285 0.085 -0.878 -0.978 0.389 662010
0.22729 0.66158 0.08826 -2.139 -0.259 -12.294 -1.42 0.18 0.00 0.00 0.00000 0.95527 0.01661 -0.13141 0.26439 -0.0390 -0.2628 -0.002 1.242 -0.074 -0.850 -0.964 0.286 662110
-0.01878 1.05747 0.41543 -1.265 0.725 -13.759 -1.49 0.08 -0.02 0.00 0.00000 0.95708 0.00184 -0.07935 0.27871 -0.0411 -0.1535 0.008 1.280 -0.453 -0.865 -0.958 0.320 662210
0.20643 0.33244 0.63876 -1.206 0.148 -10.796 -1.56 0.00 0.08 0.00 0.00000 0.95122 -0.00454 -0.03795 0.30612 -0.0319 -0.0694 -0.010 1.252 -0.509 -0.851 -0.989 0.356 662310
-0.18399 -0.60062 0.32498 -1.437 -0.533 -7.414 -1.57 -0.11 0.59 0.00 0.00000 0.94498 -0.00348 -0.04729 0.32366 -0.0373 -0.0872 0.007 1.094 0.026 -0.861 -0.989 0.388 662410
-0.29279 -0.63360 0.27947 -0.514 0.124 -9.098 -1.51 -0.13 0.70 0.00 0.00000 0.93983 -0.00627 -0.08630 0.33047 -0.0697 -0.1587 0.001 1.041 0.013 -0.859 -0.976 0.409 662510
0.04321 0.40800 0.44679 -1.241 -0.358 -10.496 -1.44 -0.08 0.16 0.00 0.00000 0.93275 -0.01014 -0.09066 0.34878 -0.0833 -0.1627 -0.006 1.093 -0.441 -0.850 -0.963 0.439 662610
0.13613 0.70495 0.45981 -0.568 0.141 -9.805 -1.48 -0.08 0.03 0.00 0.00000 0.92798 -0.01668 -0.05652 0.36792 -0.0729 -0.0927 0.005 1.038 -0.668 -0.855 -0.920 0.449 662710
-0.04741 -0.05554 0.34205 -0.167 0.082 -7.833 -1.29 -0.18 0.49 0.00 0.00000 0.92239 -0.02289 -0.04531 0.38289 -0.0771 -0.0661 0.017 0.789 -0.214 -0.872 -0.840 0.477 662810
-0.01307 -0.44029 0.38855 -1.605 1.114 -6.644 -1.34 -0.22 0.70 0.00 0.00000 0.91416 -0.01975 -0.05936 0.40048 -0.0841 -0.0928 0.006 0.896 0.236 -0.860 -0.803 0.444 662910
0.04929 -0.37120 0.13420 -2.559 1.995 -8.855 -1.60 -0.18 0.69 0.00 0.00000 0.90830 -0.00889 -0.07929 0.41062 -0.0821 -0.1371 0.002 0.829 0.277 -0.862 -0.795 0.424 663010
0.04850 -0.10249 0.01610 -1.788 1.892 -9.739 -1.74 -0.11 0.60 0.00 0.00000 0.90724 -0.00112 -0.08337 0.41224 -0.0716 -0.1509 -0.005 0.928 0.160 -0.869 -0.801 0.431 663110
0.04632 0.04043 0.15753 0.337 0.961 -11.619 -1.70 -0.05 0.05 0.00 0.00000 0.90342 -0.00267 -0.08946 0.41930 -0.0809 -0.1600 -0.007 1.216 -0.338 -0.865 -0.811 0.431 663210
0.10060 0.51061 0.04115 -0.577 -0.116 -9.512 -1.62 -0.09 -0.00 0.00 0.00000 0.90347 -0.00667 -0.07120 0.42263 -0.0728 -0.1233 0.006 1.105 -0.708 -0.869 -0.809 0.460 663310
-0.19068 0.12312 -0.31371 -0.853 -0.336 -6.543 -1.52 -0.13 0.23 0.00 0.00000 0.90814 -0.01619 -0.05449 0.41476 -0.0749 -0.0856 0.002 0.896 -0.068 -0.867 -0.786 0.402 663410
-0.24693 0.00663 -0.14046 -0.483 0.642 -8.541 -1.52 -0.10 0.24 0.00 0.00000 0.91294 -0.02588 -0.06410 0.40218 -0.0994 -0.0963 0.007 0.899 -0.313 -0.862 -0.781 0.421 663510
0.32358 1.04808 0.09268 -0.658 -0.768 -11.298 -1.53 -0.19 -0.01 0.00 0.00000 0.91393 -0.03485 -0.03241 0.40306 -0.0900 -0.0311 -0.010 0.868 -0.560 -0.872 -0.780 0.453 663610
0.06665 -0.18766 0.30259 0.272 0.542 -9.954 -1.56 -0.25 -0.04 0.00 0.00000 0.91150 -0.03237 -0.00236 0.40999 -0.0610 0.0222 -0.002 0.824 -0.766 -0.873 -0.790 0.473 663710
0.37187 0.13430 0.12982 0.717 -0.830 -9.064 -1.34 -0.19 0.13 0.00 0.00000 0.90590 -0.01815 0.00051 0.42309 -0.0324 0.0162 0.004 0.845 -0.648 -0.861 -0.759 0.476 663810
-0.02806 -0.54769 0.03382 -0.444 0.516 -7.143 -1.31 -0.09 0.37 0.00 0.00000 0.90319 -0.00568 -0.01136 0.42903 -0.0200 -0.0156 0.013 0.836 -0.198 -0.845 -0.719 0.473 663910
0.01340 -0.62270 -0.31964 -1.521 1.561 -8.765 -1.70 -0.08 0.34 0.00 0.00000 0.90640 0.00911 -0.03494 0.42085 -0.0129 -0.0710 0.000 0.923 -0.242 -0.855 -0.730 0.465 664010
-0.04271 -0.25489 -0.29361 -0.751 0.580 -10.676 -1.93 -0.03 0.20 0.00 0.00000 0.91136 0.01877 -0.05215 0.40784 -0.0083 -0.1106 -0.018 1.162 -0.495 -0.899 -0.748 0.486 664110
-0.12626 -0.04195 -0.22089 0.188 0.301 -10.085 -1.90 0.08 0.03 0.00 0.00000 0.91511 0.01865 -0.05477 0.39901 -0.0096 -0.1153 -0.007 1.252 -0.737 -0.919 -0.763 0.493 664210
-0.14592 0.30064 -0.00879 -0.630 0.071 -8.906 -1.94 0.15 -0.00 0.00 0.00000 0.91705 0.00895 -0.04994 0.39551 -0.0232 -0.0988 -0.002 1.353 -0.804 -0.931 -0.770 0.500 664310
