# Wind Estimator
#
# Q = diag( 1.00000000 1.00000000 1.00000000 0.01000000 0.01000000 0.01000000 0.00000001 )
# R = diag( 0.25000000 0.25000000 0.25000000 0.25000000 0.00000400 )
# ki = 0.00000
# alpha = 0.50000
# beta = 2.00000
#
p q r ax ay az q1 q2 q3 q4 vkx vky vkz va aoa u v w wx wy wz vas t
0.03431 0.01753 0.12582 -0.795 2.080 -1.622 0.9716 0.1206 -0.0345 0.2006 11.08715 7.40753 0.01896 17.66233 -0.00164 17.952 0.433 -0.029 -5.182 0.181 -2.119 0.977 241800
0.03770 0.01876 0.12636 -0.845 2.370 -1.669 0.9701 0.1239 -0.0334 0.2061 10.97711 7.67782 0.02059 17.59051 -0.00078 17.924 0.495 -0.014 -5.182 0.191 -2.125 0.977 241900
0.03238 0.01878 0.12828 -0.774 2.159 -1.610 0.9689 0.1225 -0.0330 0.2126 10.91313 7.82864 0.02066 17.62458 -0.00405 17.940 0.441 -0.072 -5.182 0.187 -2.119 0.977 242000
0.04219 0.01978 0.12897 -0.931 2.250 -1.546 0.9673 0.1257 -0.0316 0.2182 10.78851 8.09367 0.03661 17.67723 -0.00285 17.968 0.515 -0.051 -5.186 0.180 -2.121 0.977 242100
0.03888 0.01981 0.12938 -0.905 2.182 -1.585 0.9659 0.1247 -0.0311 0.2248 10.71714 8.23973 0.03928 17.58208 -0.00276 17.929 0.450 -0.049 -5.183 0.188 -2.115 0.977 242200
0.04038 0.01984 0.13042 -0.998 2.169 -1.547 0.9642 0.1280 -0.0296 0.2304 10.58244 8.51150 0.04963 17.57697 -0.00194 17.920 0.515 -0.035 -5.180 0.200 -2.115 0.977 242300
0.03720 0.01987 0.13181 -1.024 2.098 -1.631 0.9627 0.1269 -0.0291 0.2373 10.50485 8.65901 0.05013 17.61050 -0.00413 17.934 0.454 -0.074 -5.179 0.199 -2.106 0.977 242400
0.03527 0.02111 0.13304 -1.037 2.241 -1.607 0.9609 0.1301 -0.0278 0.2430 10.36318 8.92904 0.05964 17.75015 -0.00131 18.007 0.537 -0.025 -5.187 0.184 -2.116 0.977 242500
0.03745 0.02211 0.13398 -1.137 2.177 -1.613 0.9593 0.1288 -0.0274 0.2499 10.28430 9.07621 0.06021 17.75915 -0.00353 18.027 0.489 -0.064 -5.192 0.163 -2.116 0.977 242600
0.03637 0.02311 0.13411 -1.169 2.133 -1.665 0.9574 0.1320 -0.0257 0.2557 10.12769 9.34412 0.07688 17.56935 -0.00239 17.940 0.542 -0.042 -5.188 0.182 -2.113 0.977 242700
0.03754 0.02314 0.13494 -1.188 2.300 -1.594 0.9557 0.1305 -0.0253 0.2627 10.03913 9.49075 0.08032 17.66496 -0.00329 17.976 0.487 -0.059 -5.188 0.178 -2.107 0.977 242800
0.04288 0.02316 0.13522 -1.325 2.225 -1.589 0.9536 0.1340 -0.0236 0.2685 9.87583 9.75904 0.08973 17.70316 -0.00294 17.998 0.563 -0.053 -5.190 0.171 -2.108 0.977 242900
0.03779 0.02440 0.13711 -1.212 2.167 -1.564 0.9518 0.1328 -0.0231 0.2756 9.78121 9.90933 0.09143 17.74874 -0.00237 18.029 0.513 -0.043 -5.193 0.156 -2.109 0.977 243000
0.04966 0.02540 0.13655 -1.354 2.215 -1.570 0.9496 0.1363 -0.0214 0.2815 9.61006 10.17382 0.10637 17.64180 -0.00214 17.982 0.575 -0.038 -5.193 0.166 -2.108 0.977 243100
0.04529 0.02640 0.13834 -1.237 2.227 -1.617 0.9476 0.1352 -0.0208 0.2885 9.51244 10.32054 0.10917 17.64605 -0.00257 17.982 0.509 -0.046 -5.191 0.171 -2.103 0.977 243200
0.04665 0.02763 0.14013 -1.404 2.149 -1.538 0.9453 0.1388 -0.0190 0.2946 9.33024 10.58845 0.11759 17.79245 -0.00394 18.051 0.594 -0.072 -5.195 0.151 -2.104 0.977 243300
0.04470 0.02765 0.14160 -1.435 2.295 -1.706 0.9432 0.1377 -0.0185 0.3019 9.22756 10.73997 0.11757 17.74736 -0.00145 18.048 0.535 -0.026 -5.197 0.144 -2.108 0.977 243400
0.04181 0.02865 0.14296 -1.552 2.128 -1.559 0.9407 0.1411 -0.0164 0.3080 9.03153 11.00277 0.12636 17.67554 -0.00128 18.011 0.594 -0.023 -5.199 0.154 -2.110 0.977 243500
0.04479 0.02965 0.14257 -1.495 2.202 -1.638 0.9384 0.1398 -0.0159 0.3155 8.92285 11.14911 0.12901 17.63020 -0.00284 17.987 0.512 -0.051 -5.196 0.167 -2.101 0.977 243600
0.04383 0.02967 0.14367 -1.657 2.096 -1.644 0.9359 0.1432 -0.0138 0.3216 8.71728 11.41329 0.13651 17.61230 -0.00292 17.970 0.571 -0.052 -5.194 0.184 -2.096 0.977 243700
0.04817 0.03091 0.14433 -1.631 2.131 -1.671 0.9335 0.1418 -0.0134 0.3290 8.60380 11.55806 0.13786 17.91552 -0.00209 18.119 0.536 -0.039 -5.198 0.142 -2.105 0.977 243800
0.05255 0.03190 0.14474 -1.711 2.142 -1.595 0.9308 0.1456 -0.0111 0.3351 8.38739 11.82258 0.14824 17.95950 -0.00319 18.167 0.644 -0.058 -5.203 0.101 -2.114 0.977 243900
0.04523 0.03192 0.14667 -1.741 2.159 -1.453 0.9283 0.1444 -0.0104 0.3426 8.26452 11.96657 0.15247 17.60711 -0.00263 18.013 0.552 -0.046 -5.201 0.129 -2.102 0.977 244000
0.06138 0.03316 0.14678 -1.660 2.164 -1.602 0.9254 0.1481 -0.0080 0.3487 8.03631 12.22814 0.15904 17.70014 -0.00215 18.036 0.624 -0.039 -5.203 0.140 -2.101 0.977 244100
0.05519 0.03416 0.14979 -1.693 2.067 -1.517 0.9227 0.1472 -0.0072 0.3562 7.90712 12.36765 0.16376 17.86402 -0.00392 18.118 0.578 -0.071 -5.201 0.113 -2.098 0.977 244200
0.05658 0.03418 0.15182 -1.895 2.204 -1.509 0.9198 0.1510 -0.0046 0.3622 7.66483 12.62403 0.17761 17.85625 -0.00135 18.129 0.675 -0.025 -5.204 0.099 -2.106 0.977 244300
0.05458 0.03518 0.15305 -1.887 2.164 -1.528 0.9169 0.1499 -0.0039 0.3698 7.52819 12.76886 0.18145 17.77679 -0.00312 18.099 0.611 -0.056 -5.203 0.097 -2.099 0.977 244400
0.05048 0.03520 0.15456 -2.026 2.111 -1.594 0.9137 0.1536 -0.0013 0.3761 7.27421 13.02390 0.18861 17.83158 -0.00328 18.121 0.698 -0.060 -5.203 0.088 -2.100 0.977 244500
0.05675 0.03839 0.15497 -2.085 2.046 -1.623 0.9107 0.1524 -0.0006 0.3840 7.12985 13.16220 0.18938 17.85014 -0.00193 18.138 0.634 -0.035 -5.202 0.076 -2.101 0.978 244600
0.05374 0.03841 0.15535 -2.135 2.126 -1.530 0.9074 0.1562 0.0022 0.3902 6.86298 13.41443 0.20785 17.84781 -0.00174 18.142 0.727 -0.032 -5.204 0.070 -2.104 0.978 244700
0.05816 0.04063 0.15674 -2.081 2.083 -1.702 0.9043 0.1547 0.0029 0.3980 6.71100 13.55181 0.20980 17.90316 -0.00234 18.175 0.673 -0.043 -5.201 0.050 -2.104 0.978 244800
0.06377 0.04064 0.15723 -2.184 2.083 -1.514 0.9007 0.1587 0.0059 0.4043 6.43588 13.79654 0.22704 17.84448 -0.00153 18.154 0.757 -0.027 -5.203 0.050 -2.105 0.978 244900
0.05535 0.04164 0.16028 -2.225 1.915 -1.552 0.8975 0.1574 0.0066 0.4120 6.27957 13.92924 0.23058 17.90328 -0.00232 18.184 0.699 -0.042 -5.199 0.034 -2.102 0.978 245000
0.07249 0.04287 0.16026 -2.353 2.029 -1.497 0.8937 0.1615 0.0099 0.4184 5.98082 14.17059 0.24639 17.83357 -0.00361 18.153 0.792 -0.065 -5.199 0.035 -2.095 0.978 245100
0.06628 0.04484 0.16328 -2.383 1.936 -1.624 0.8900 0.1607 0.0109 0.4265 5.81314 14.30408 0.25042 17.71361 -0.00360 18.093 0.699 -0.064 -5.199 0.055 -2.077 0.978 245200
0.06793 0.04705 0.16527 -2.477 2.011 -1.595 0.8861 0.1649 0.0142 0.4328 5.50466 14.54778 0.26787 17.73068 -0.00266 18.090 0.780 -0.048 -5.202 0.076 -2.070 0.978 245300
0.06482 0.04828 0.16764 -2.565 1.914 -1.598 0.8822 0.1639 0.0151 0.4411 5.32885 14.68104 0.27154 17.70987 -0.00444 18.077 0.691 -0.080 -5.201 0.093 -2.052 0.978 245400
0.05980 0.04829 0.16951 -2.776 1.930 -1.596 0.8782 0.1677 0.0186 0.4476 5.00443 14.91578 0.28726 17.63363 -0.00387 18.030 0.762 -0.069 -5.206 0.126 -2.038 0.977 245500
0.06928 0.05026 0.17024 -2.675 1.856 -1.462 0.8742 0.1663 0.0196 0.4559 4.81918 15.04160 0.29143 17.89774 -0.00373 18.151 0.712 -0.069 -5.196 0.101 -2.035 0.977 245600
0.06548 0.05149 0.17195 -2.793 1.926 -1.631 0.8698 0.1704 0.0232 0.4624 4.48052 15.26787 0.30680 18.02213 -0.00304 18.230 0.838 -0.056 -5.190 0.064 -2.045 0.978 245700
0.06732 0.05468 0.17269 -2.864 1.795 -1.532 0.8657 0.1688 0.0240 0.4707 4.28827 15.39285 0.31163 17.76905 -0.00329 18.128 0.752 -0.059 -5.191 0.075 -2.033 0.978 245800
0.07720 0.05469 0.17361 -2.881 1.811 -1.547 0.8610 0.1731 0.0282 0.4774 3.93138 15.61272 0.32743 17.95349 -0.00239 18.203 0.868 -0.044 -5.188 0.056 -2.040 0.978 245900
0.06572 0.05568 0.17607 -2.804 1.787 -1.447 0.8567 0.1717 0.0292 0.4856 3.72865 15.73104 0.33363 17.85676 -0.00025 18.174 0.798 -0.004 -5.189 0.057 -2.039 0.978 246000
0.08630 0.05788 0.17782 -3.047 1.803 -1.561 0.8519 0.1761 0.0334 0.4921 3.35522 15.94674 0.34209 18.00008 -0.00263 18.240 0.927 -0.048 -5.184 0.034 -2.047 0.978 246100
0.07675 0.05887 0.18003 -3.011 1.735 -1.537 0.8471 0.1750 0.0346 0.5006 3.14755 16.06500 0.34217 17.92038 -0.00339 18.221 0.853 -0.061 -5.178 0.026 -2.041 0.978 246200
0.08048 0.06205 0.18274 -3.226 1.706 -1.662 0.8420 0.1792 0.0390 0.5073 2.75513 16.27039 0.36634 18.06454 -0.00151 18.291 0.985 -0.028 -5.173 -0.000 -2.053 0.978 246300
0.07955 0.06328 0.18506 -3.235 1.618 -1.552 0.8369 0.1780 0.0404 0.5160 2.53497 16.38063 0.37229 18.03084 -0.00515 18.294 0.926 -0.094 -5.157 -0.024 -2.045 0.978 246400
0.07234 0.06330 0.18697 -3.459 1.655 -1.551 0.8315 0.1821 0.0450 0.5229 2.12299 16.57105 0.38740 17.92713 -0.00316 18.245 1.025 -0.057 -5.160 -0.019 -2.042 0.978 246500
0.08315 0.06746 0.18876 -3.442 1.560 -1.661 0.8263 0.1804 0.0461 0.5316 1.89027 16.67212 0.39176 17.94274 -0.00458 18.251 0.948 -0.083 -5.153 -0.023 -2.029 0.978 246600
0.08034 0.06746 0.19035 -3.501 1.555 -1.372 0.8205 0.1848 0.0510 0.5385 1.46024 16.85303 0.41692 18.01032 -0.00361 18.283 1.069 -0.066 -5.150 -0.032 -2.030 0.978 246700
0.08582 0.07284 0.19282 -3.491 1.471 -1.541 0.8149 0.1830 0.0520 0.5475 1.22211 16.95016 0.42222 18.03867 -0.00212 18.311 0.990 -0.039 -5.141 -0.045 -2.030 0.978 246800
0.09135 0.07284 0.19407 -3.731 1.405 -1.648 0.8087 0.1877 0.0575 0.5545 0.77243 17.12528 0.43702 17.95079 -0.00303 18.272 1.090 -0.055 -5.148 -0.037 -2.027 0.978 246900
0.07661 0.07505 0.19819 -3.784 1.235 -1.557 0.8026 0.1861 0.0588 0.5637 0.51954 17.21463 0.44293 17.92680 -0.00262 18.261 0.991 -0.048 -5.149 -0.028 -2.016 0.978 247000
0.10165 0.07823 0.19813 -3.810 1.286 -1.540 0.7961 0.1905 0.0645 0.5708 0.04798 17.36724 0.45996 18.06074 -0.00104 18.321 1.109 -0.020 -5.150 -0.037 -2.024 0.978 247100
0.09101 0.07923 0.20172 -3.835 1.234 -1.478 0.7896 0.1891 0.0661 0.5800 -0.21567 17.44930 0.46188 18.13084 -0.00364 18.373 1.042 -0.067 -5.129 -0.061 -2.023 0.978 247200
0.09257 0.08337 0.20471 -3.973 1.050 -1.473 0.7827 0.1933 0.0717 0.5873 -0.69857 17.58739 0.48771 18.02111 -0.00254 18.328 1.137 -0.046 -5.134 -0.058 -2.022 0.978 247300
0.09161 0.08558 0.20705 -3.935 0.988 -1.607 0.7757 0.1915 0.0732 0.5968 -0.96973 17.66401 0.49093 18.04268 -0.00353 18.344 1.036 -0.064 -5.125 -0.061 -2.012 0.978 247400
0.08345 0.08656 0.20909 -4.336 1.033 -1.490 0.7683 0.1956 0.0791 0.6043 -1.47593 17.78247 0.50805 18.02748 -0.00406 18.336 1.136 -0.074 -5.127 -0.058 -2.006 0.978 247500
0.09750 0.09097 0.21145 -4.146 0.885 -1.574 0.7609 0.1934 0.0806 0.6141 -1.76152 17.84553 0.51210 18.15954 -0.00270 18.410 1.044 -0.050 -5.108 -0.077 -2.005 0.978 247600
0.09157 0.09195 0.21345 -4.438 0.907 -1.608 0.7530 0.1977 0.0871 0.6216 -2.29348 17.94958 0.52791 17.90763 -0.00232 18.298 1.113 -0.041 -5.132 -0.049 -1.994 0.978 247700
0.09484 0.09831 0.21623 -4.446 0.725 -1.572 0.7450 0.1953 0.0883 0.6317 -2.59231 18.00030 0.53173 18.13408 -0.00301 18.399 1.012 -0.056 -5.115 -0.061 -1.989 0.978 247800
0.10244 0.09831 0.21624 -4.461 0.598 -1.617 0.7363 0.1995 0.0952 0.6395 -3.14049 18.07924 0.54739 18.14645 -0.00269 18.419 1.104 -0.050 -5.110 -0.070 -1.992 0.978 247900
0.08668 0.10150 0.22051 -4.468 0.431 -1.534 0.7273 0.1971 0.0965 0.6503 -3.44406 18.11150 0.55012 18.10794 -0.00239 18.414 0.954 -0.044 -5.100 -0.073 -1.983 0.978 248000
0.10851 0.10907 0.22188 -4.783 0.425 -1.628 0.7178 0.2012 0.1037 0.6584 -4.01763 18.16673 0.56541 18.02033 -0.00251 18.372 1.013 -0.046 -5.112 -0.060 -1.975 0.978 248100
0.09674 0.11006 0.22466 -4.769 0.264 -1.602 0.7080 0.1988 0.1055 0.6694 -4.33936 18.18719 0.56660 18.17060 -0.00336 18.446 0.869 -0.062 -5.088 -0.072 -1.966 0.978 248200
0.09955 0.11763 0.22753 -4.944 0.186 -1.654 0.6976 0.2026 0.1127 0.6779 -4.93080 18.21153 0.57534 17.99831 -0.00196 18.374 0.899 -0.035 -5.107 -0.055 -1.956 0.978 248300
0.09419 0.11984 0.23047 -4.846 0.068 -1.614 0.6867 0.1997 0.1142 0.6896 -5.26266 18.21609 0.57557 18.23439 -0.00214 18.488 0.729 -0.040 -5.074 -0.072 -1.952 0.978 248400
0.08621 0.12496 0.23353 -5.000 -0.214 -1.808 0.6750 0.2032 0.1215 0.6987 -5.87212 18.20548 0.58049 18.26302 -0.00166 18.520 0.762 -0.031 -5.057 -0.089 -1.960 0.978 248500
0.09562 0.13157 0.23457 -4.971 -0.233 -1.729 0.6628 0.1999 0.1228 0.7111 -6.21039 18.19589 0.57864 18.30668 -0.00039 18.565 0.548 -0.007 -5.021 -0.108 -1.959 0.978 248600
0.09091 0.13474 0.23623 -5.197 -0.463 -1.800 0.6498 0.2033 0.1306 0.7206 -6.84176 18.15465 0.56740 18.17758 -0.00017 18.515 0.526 -0.003 -5.023 -0.107 -1.957 0.978 248700
0.09184 0.14306 0.23840 -5.002 -0.581 -1.814 0.6359 0.1995 0.1315 0.7338 -7.18850 18.11950 0.56659 18.13620 0.00094 18.495 0.226 0.018 -5.014 -0.100 -1.937 0.978 248800
0.10402 0.14841 0.23913 -5.267 -0.797 -1.879 0.6212 0.2029 0.1400 0.7439 -7.83933 18.03891 0.54724 18.29310 0.00042 18.570 0.183 0.007 -4.994 -0.111 -1.941 0.978 248900
0.08920 0.15381 0.24337 -5.233 -0.874 -1.867 0.6053 0.1991 0.1413 0.7576 -8.19930 17.98440 0.53814 18.35089 0.00243 18.616 -0.133 0.046 -4.951 -0.124 -1.936 0.978 249000
0.11424 0.16234 0.24442 -5.396 -1.173 -2.012 0.5888 0.2022 0.1502 0.7680 -8.86665 17.85740 0.50187 18.13212 0.00073 18.514 -0.255 0.014 -4.955 -0.113 -1.919 0.978 249100
0.10022 0.16872 0.24735 -5.370 -1.270 -2.146 0.5707 0.1983 0.1518 0.7823 -9.23853 17.77318 0.48904 18.10379 0.00114 18.473 -0.660 0.022 -4.941 -0.096 -1.882 0.978 249200
0.10094 0.17942 0.25060 -5.457 -1.534 -2.178 0.5521 0.2011 0.1608 0.7931 -9.92067 17.59895 0.43969 18.24164 0.00127 18.525 -0.814 0.024 -4.918 -0.096 -1.873 0.978 249300
0.09458 0.18581 0.25379 -5.419 -1.717 -2.248 0.5317 0.1964 0.1619 0.8078 -10.30229 17.48636 0.42182 18.15034 0.00009 18.459 -1.264 0.003 -4.884 -0.081 -1.833 0.979 249400
0.09091 0.19308 0.25542 -5.528 -2.154 -2.212 0.5112 0.1986 0.1708 0.8186 -10.99149 17.25964 0.35477 18.11023 0.00348 18.410 -1.481 0.065 -4.881 -0.070 -1.815 0.979 249500
0.09398 0.20069 0.25740 -5.370 -2.324 -2.423 0.4889 0.1930 0.1713 0.8333 -11.37268 17.11776 0.33002 18.12153 0.00219 18.356 -1.981 0.042 -4.847 -0.051 -1.772 0.979 249600
0.09447 0.20697 0.25875 -5.499 -2.503 -2.556 0.4670 0.1947 0.1807 0.8434 -12.07261 16.82941 0.24292 18.06103 0.00309 18.287 -2.214 0.058 -4.838 -0.035 -1.747 0.979 249700
0.09452 0.21117 0.26211 -5.302 -2.767 -2.551 0.4437 0.1885 0.1809 0.8572 -12.45246 16.65261 0.21336 17.99079 0.00708 18.166 -2.721 0.131 -4.827 -0.010 -1.702 0.979 249800
0.10158 0.21766 0.26457 -5.463 -2.963 -2.576 0.4213 0.1899 0.1908 0.8660 -13.15022 16.30379 0.10950 18.20182 0.00673 18.219 -2.931 0.123 -4.790 -0.009 -1.695 0.979 249900
0.09203 0.21649 0.26793 -5.082 -3.323 -2.460 0.3981 0.1833 0.1911 0.8783 -13.52700 16.09230 0.08110 18.14397 0.00442 18.117 -3.369 0.082 -4.736 0.011 -1.653 0.979 250000
0.10786 0.22174 0.27143 -5.196 -3.588 -2.518 0.3767 0.1842 0.2013 0.8853 -14.21418 15.67633 -0.01899 17.92395 0.00733 17.965 -3.506 0.133 -4.743 0.030 -1.624 0.979 250100
0.09835 0.21641 0.27498 -4.886 -3.614 -2.524 0.3550 0.1772 0.2017 0.8955 -14.58405 15.43108 -0.04705 18.07517 0.00591 17.938 -3.869 0.107 -4.699 0.053 -1.583 0.980 250200
0.09284 0.21847 0.27900 -4.914 -3.876 -2.433 0.3355 0.1775 0.2118 0.9006 -15.25173 14.94879 -0.14447 17.93361 0.00609 17.848 -3.907 0.110 -4.694 0.069 -1.559 0.980 250300
0.07800 0.21094 0.28319 -4.493 -4.140 -2.353 0.3160 0.1702 0.2111 0.9092 -15.60449 14.67128 -0.16717 18.01732 0.00527 17.806 -4.170 0.095 -4.659 0.090 -1.521 0.980 250400
0.07759 0.21299 0.28651 -4.421 -4.254 -2.270 0.2985 0.1699 0.2205 0.9129 -16.23606 14.13585 -0.23917 18.01699 0.00537 17.808 -4.119 0.096 -4.637 0.095 -1.512 0.980 250500
0.06478 0.20129 0.28916 -4.136 -4.397 -2.184 0.2811 0.1626 0.2189 0.9201 -16.57255 13.82941 -0.25584 17.83293 0.00419 17.664 -4.284 0.075 -4.637 0.117 -1.470 0.980 250600
0.06547 0.20430 0.29131 -4.153 -4.536 -1.860 0.2657 0.1621 0.2279 0.9226 -17.16404 13.25163 -0.28545 17.76098 0.00410 17.632 -4.147 0.072 -4.656 0.125 -1.452 0.980 250700
0.05993 0.19064 0.29298 -3.888 -4.471 -1.861 0.2500 0.1550 0.2257 0.9287 -17.47934 12.92758 -0.29296 17.87111 0.00447 17.641 -4.263 0.079 -4.644 0.137 -1.431 0.980 250800
0.06281 0.19683 0.29483 -3.731 -4.947 -1.805 0.2356 0.1542 0.2347 0.9304 -18.02375 12.30673 -0.28560 17.73701 0.00477 17.608 -4.062 0.084 -4.662 0.136 -1.424 0.980 250900
0.05317 0.18391 0.29701 -3.422 -4.852 -1.731 0.2209 0.1473 0.2324 0.9357 -18.31029 11.95727 -0.28029 17.81163 0.00434 17.611 -4.121 0.076 -4.653 0.144 -1.410 0.980 251000
0.06208 0.18913 0.29806 -3.358 -5.045 -1.527 0.2070 0.1464 0.2410 0.9368 -18.80561 11.30757 -0.25131 17.69299 0.00381 17.592 -3.897 0.067 -4.670 0.141 -1.405 0.980 251100
0.05559 0.17962 0.29984 -3.014 -5.017 -1.467 0.1922 0.1399 0.2385 0.9416 -19.06302 10.94513 -0.23754 17.76380 0.00379 17.596 -3.951 0.067 -4.662 0.148 -1.394 0.980 251200
0.04986 0.18582 0.30180 -3.009 -5.152 -1.382 0.1784 0.1388 0.2468 0.9423 -19.51346 10.26994 -0.18138 17.54101 0.00525 17.527 -3.721 0.092 -4.699 0.139 -1.387 0.980 251300
0.03718 0.17729 0.30339 -2.746 -5.136 -1.393 0.1636 0.1325 0.2431 0.9469 -19.75077 9.89160 -0.16707 17.56864 0.00058 17.497 -3.784 0.011 -4.715 0.147 -1.360 0.980 251400
0.04146 0.18788 0.30281 -2.730 -5.367 -1.451 0.1499 0.1310 0.2507 0.9474 -20.15548 9.19312 -0.09319 17.56975 0.00454 17.534 -3.555 0.079 -4.733 0.137 -1.362 0.980 251500
0.03412 0.17716 0.30372 -2.413 -5.257 -1.436 0.1347 0.1247 0.2467 0.9516 -20.36825 8.80171 -0.07478 17.57535 0.00383 17.513 -3.616 0.067 -4.741 0.140 -1.349 0.980 251600
0.03864 0.18873 0.30311 -2.292 -5.504 -1.400 0.1207 0.1229 0.2542 0.9517 -20.72708 8.08061 0.00510 17.50924 0.00404 17.517 -3.388 0.070 -4.762 0.130 -1.347 0.980 251700
0.03736 0.17825 0.30323 -2.090 -5.457 -1.521 0.1054 0.1166 0.2501 0.9554 -20.91391 7.67393 0.02356 17.46117 0.00343 17.465 -3.451 0.060 -4.782 0.131 -1.325 0.980 251800
0.04298 0.18983 0.30347 -2.008 -5.645 -1.502 0.0912 0.1147 0.2579 0.9550 -21.22549 6.92658 0.09568 17.77341 0.00351 17.657 -3.224 0.061 -4.748 0.134 -1.346 0.980 251900
0.03855 0.18008 0.30400 -1.756 -5.623 -1.473 0.0757 0.1086 0.2538 0.9582 -21.38565 6.50680 0.11209 17.47499 0.00433 17.518 -3.269 0.077 -4.765 0.131 -1.328 0.980 252000
0.05047 0.19164 0.30342 -1.553 -5.727 -1.445 0.0618 0.1064 0.2616 0.9573 -21.65142 5.74138 0.19363 17.48193 0.00278 17.544 -3.037 0.049 -4.781 0.123 -1.322 0.980 252100
0.04603 0.18310 0.30395 -1.398 -5.662 -1.546 0.0459 0.1004 0.2576 0.9599 -21.78925 5.31672 0.20935 17.66659 0.00313 17.623 -3.098 0.055 -4.761 0.137 -1.318 0.980 252200
0.04317 0.19590 0.30333 -1.193 -5.888 -1.466 0.0317 0.0979 0.2656 0.9586 -22.00422 4.53607 0.28900 17.65019 0.00536 17.673 -2.863 0.094 -4.751 0.133 -1.331 0.980 252300
0.03232 0.18736 0.30371 -1.004 -5.748 -1.514 0.0153 0.0919 0.2608 0.9609 -22.11231 4.10207 0.30710 17.56645 0.00283 17.623 -2.934 0.050 -4.753 0.141 -1.311 0.980 252400
0.03685 0.19794 0.30311 -0.956 -6.055 -1.487 0.0012 0.0890 0.2682 0.9592 -22.28450 3.30065 0.36970 17.63620 0.00497 17.698 -2.706 0.087 -4.749 0.135 -1.321 0.980 252500
0.02802 0.19038 0.30200 -0.673 -5.912 -1.616 -0.0150 0.0830 0.2630 0.9611 -22.36725 2.85503 0.38371 17.65361 0.00508 17.705 -2.770 0.090 -4.743 0.144 -1.314 0.980 252600
0.03352 0.19878 0.30127 -0.443 -6.039 -1.658 -0.0289 0.0797 0.2702 0.9591 -22.47879 2.03870 0.44526 17.55006 0.00503 17.696 -2.537 0.089 -4.756 0.129 -1.313 0.980 252700
0.03098 0.19244 0.29935 -0.370 -5.889 -1.640 -0.0453 0.0738 0.2648 0.9604 -22.52992 1.59131 0.45999 17.48917 0.00392 17.647 -2.620 0.070 -4.776 0.123 -1.286 0.980 252800
0.03770 0.19864 0.29847 -0.042 -6.074 -1.677 -0.0594 0.0702 0.2721 0.9579 -22.59103 0.77252 0.50581 17.50916 0.00546 17.682 -2.413 0.096 -4.793 0.104 -1.285 0.980 252900
0.03289 0.19011 0.29807 0.124 -5.954 -1.730 -0.0759 0.0645 0.2666 0.9586 -22.61108 0.32023 0.51647 17.73873 0.00335 17.786 -2.485 0.060 -4.776 0.126 -1.279 0.980 253000
0.04601 0.19949 0.29735 0.371 -6.066 -1.604 -0.0900 0.0605 0.2738 0.9557 -22.61458 -0.49303 0.55818 17.82301 0.00509 17.887 -2.261 0.090 -4.753 0.136 -1.299 0.980 253100
0.04241 0.19096 0.29680 0.457 -5.930 -1.704 -0.1068 0.0549 0.2685 0.9558 -22.60309 -0.94200 0.56486 17.56851 0.00568 17.765 -2.351 0.102 -4.768 0.128 -1.279 0.980 253200
0.03859 0.20254 0.29631 0.748 -6.126 -1.713 -0.1210 0.0507 0.2759 0.9522 -22.55330 -1.76302 0.59845 17.62230 0.00278 17.808 -2.152 0.049 -4.777 0.116 -1.274 0.980 253300
0.02418 0.19303 0.29594 0.986 -5.890 -1.818 -0.1376 0.0453 0.2698 0.9520 -22.51111 -2.21660 0.60315 17.82516 0.00367 17.904 -2.231 0.065 -4.761 0.141 -1.271 0.980 253400
0.02992 0.19923 0.29519 1.204 -5.973 -1.670 -0.1515 0.0409 0.2762 0.9482 -22.40456 -3.02555 0.63616 17.72333 0.00483 17.906 -2.022 0.086 -4.761 0.131 -1.279 0.980 253500
0.01756 0.19387 0.29357 1.397 -5.924 -1.826 -0.1683 0.0358 0.2696 0.9475 -22.33060 -3.47265 0.64039 17.75545 0.00327 17.912 -2.113 0.059 -4.761 0.140 -1.265 0.980 253600
0.02531 0.19813 0.29133 1.547 -5.999 -1.881 -0.1822 0.0312 0.2756 0.9433 -22.16794 -4.27552 0.65789 17.84697 0.00610 17.995 -1.913 0.108 -4.749 0.138 -1.285 0.980 253700
0.02158 0.19374 0.28982 1.690 -5.752 -1.820 -0.1987 0.0263 0.2689 0.9421 -22.06565 -4.71413 0.66097 17.77699 0.00462 17.965 -2.000 0.084 -4.753 0.141 -1.274 0.980 253800
0.02717 0.19800 0.28787 1.901 -5.906 -1.941 -0.2125 0.0214 0.2750 0.9374 -21.85008 -5.50073 0.67568 17.70031 0.00498 17.954 -1.816 0.089 -4.761 0.115 -1.277 0.980 253900
0.02550 0.19044 0.28707 2.088 -5.562 -1.865 -0.2290 0.0168 0.2683 0.9356 -21.71738 -5.92943 0.67795 17.74447 0.00413 17.960 -1.917 0.074 -4.769 0.111 -1.261 0.980 254000
0.03342 0.19569 0.28604 2.349 -5.640 -1.786 -0.2422 0.0115 0.2743 0.9306 -21.44398 -6.69335 0.68054 17.72367 0.00486 17.975 -1.727 0.087 -4.774 0.087 -1.267 0.980 254100
0.03175 0.18837 0.28526 2.424 -5.241 -1.887 -0.2587 0.0071 0.2679 0.9280 -21.28136 -7.10790 0.67794 17.61355 0.00359 17.904 -1.846 0.065 -4.793 0.063 -1.241 0.980 254200
